"Setup Grp. From","Plant","Plant Name","Setup Grp. To","Duration","SKU_from","SKU_to","volume_SKU_to","volume_SKU_from","weighted_mean","weighted_dev","Syrup #Components","SetupMin","SetupMax"
"203235","0298","Karlsruhe","203064",480,"330MLALCNN1X24 Fanta Exotic Frt Pnch","330MLALCNN1X24 Fanta Exotic",1391980.001,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","200373",480,"330MLALCNN1X24 Fanta Exotic Frt Pnch","330MLALCNN10X48 Coke",36356.001,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203242",60,"330MLALCNN1X24 Fanta Exotic Frt Pnch","330MLALCNN1X24 Fanta Kw Strby",100298,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203378",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",156487,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203234",60,"330MLALCNN1X24 Fanta Exotic Frt Pnch","330MLALCNN1X24 Fanta Lmn",180253,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203214",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","568MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",283344,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203275",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO",449423,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","202957",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 MNSTR ENGPIPELINE PN EXPO",677047.001,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203029",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",1181727.001,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203413",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 MNSTRJCDMNRCH-KO EXPO",300063,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","201551",480,"330MLALCNN1X24 Fanta Exotic Frt Pnch","330MLALCNN10X1 Coke",1855168,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203279",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",48860.999,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203171",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","568MLALCNN12X1 Mnstr Ener- KO EXPO",981984.25,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","202615",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 Mnstr Ener- KO EXPO",564638.999,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203235",0,"330MLALCNN1X24 Fanta Exotic Frt Pnch","330MLALCNN1X24 Fanta Exotic Frt Pnch",304913,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","202624",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 MNSTR ASALT-KO EXPO",518577.999,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","202663",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",638770.998,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203276",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 MONSTER ENRGY PCFCPN EXPO",489918.999,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","202598",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN1X24 Mnstr Ener- KO EXPO",1535973,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203277",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 Mnstr Ener- KO EXPO",47752,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203225",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","568MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",41689,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","202765",180,"330MLALCNN1X24 Fanta Exotic Frt Pnch","500MLALCNN12X1 MNSTR ENG ULTRA CITR EXPO",78579.001,304913,7.0476256197195,11.4432565372139,3,60,480
"203235","0298","Karlsruhe","203150",480,"330MLALCNN1X24 Fanta Exotic Frt Pnch","330MLALCNN1X24 FANTA MNG DRGNFRT",301053.001,304913,7.0476256197195,11.4432565372139,3,60,480
"203242","0298","Karlsruhe","202646",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",610385,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203276",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MONSTER ENRGY PCFCPN EXPO",489918.999,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203242",0,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN1X24 Fanta Kw Strby",100298,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203064",480,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN1X24 Fanta Exotic",1391980.001,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203234",60,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN1X24 Fanta Lmn",180253,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203150",480,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN1X24 FANTA MNG DRGNFRT",301053.001,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202624",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ASALT-KO EXPO",518577.999,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203225",180,"330MLALCNN1X24 Fanta Kw Strby","568MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",41689,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202615",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 Mnstr Ener- KO EXPO",564638.999,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202626",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO",432007.001,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203275",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO",449423,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203379",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",239705,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203482",480,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN1X24 Fanta Kw Strby",80464,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203396",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTRENRGYULTRFSTA-K EXPO",306298.999,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202625",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO",573812,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202619",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN1X24 MNSTR ENG ZERO ULTRA EXPO",516060.998,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203413",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTRJCDMNRCH-KO EXPO",300063,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202949",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENG ULTRA VIOL EXPO",166486,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","201551",480,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN10X1 Coke",1855168,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203235",60,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN1X24 Fanta Exotic Frt Pnch",304913,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203378",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",156487,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203346",480,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN1X24 FANTALMNELDRFLWR",99732.001,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203285",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",14078,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","200251",480,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN1X24 Coke USC",251001.999,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202957",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENGPIPELINE PN EXPO",677047.001,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","200373",480,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN10X48 Coke",36356.001,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203279",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",48860.999,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203283",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",15278,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203277",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 Mnstr Ener- KO EXPO",47752,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202765",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENG ULTRA CITR EXPO",78579.001,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202663",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",638770.998,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203347",480,"330MLALCNN1X24 Fanta Kw Strby","330MLALCNN10X1 Coke EXPO",106944,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203214",180,"330MLALCNN1X24 Fanta Kw Strby","568MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",283344,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203029",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",1181727.001,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","202598",180,"330MLALCNN1X24 Fanta Kw Strby","500MLALCNN1X24 Mnstr Ener- KO EXPO",1535973,100298,7.06951831962151,11.4308955776218,4,60,480
"203242","0298","Karlsruhe","203171",180,"330MLALCNN1X24 Fanta Kw Strby","568MLALCNN12X1 Mnstr Ener- KO EXPO",981984.25,100298,7.06951831962151,11.4308955776218,4,60,480
"203258","0280","Lüneburg","202672",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LM ORNGMNGPSNFRT",358848,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","202673",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LM LMN MNT",349328,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","203076",75,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO LMLIMEWCCMBERTSTE",4392,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","202297",75,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO L/L",249408,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","202676",75,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO LM LMN MNT",59688,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","203230",75,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO SCHORLE APL",46512,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","203075",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LMLIMEWCCMBERTSTE",111328,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","202292",75,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO ORNG",270648,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","203258",0,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES",13464,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","202919",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LIMO LT HERBAL",50512,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","203441",75,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIOBIOLMDRKBRRS",39600,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","202918",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LIMO LT GNGR",41104,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","203440",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIOBIOLMELDRFLWR",138768,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","202290",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO L/L",824880,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","203260",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES",89488,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","202294",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO ORNG",859040,13464,18.1175050019753,25.9100200795915,NA,75,360
"203258","0280","Lüneburg","203439",360,"500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIOBIOLMDRKBRRS",259504,13464,18.1175050019753,25.9100200795915,NA,75,360
"203260","0280","Lüneburg","203441",360,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIOBIOLMDRKBRRS",39600,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","203440",65,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIOBIOLMELDRFLWR",138768,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","202673",65,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LM LMN MNT",349328,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","202919",65,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LIMO LT HERBAL",50512,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","203076",360,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO LMLIMEWCCMBERTSTE",4392,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","202297",360,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO L/L",249408,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","202290",65,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO L/L",824880,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","203258",360,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO LIMOLTDRKBERRIES",13464,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","202672",65,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LM ORNGMNGPSNFRT",358848,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","203075",65,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LMLIMEWCCMBERTSTE",111328,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","203439",65,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIOBIOLMDRKBRRS",259504,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","203230",360,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO SCHORLE APL",46512,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","202292",360,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO ORNG",270648,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","202676",360,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","500MLPLBTN18X1 VIO BIO LM LMN MNT",59688,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","202918",65,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO LIMO LT GNGR",41104,89488,7.49079962491406,8.27163142687224,NA,65,360
"203260","0280","Lüneburg","202294",65,"1LPLBTN4X1 VIO BIO LIMOLTDRKBERRIES","1LPLBTN4X1 VIO BIO ORNG",859040,89488,7.49079962491406,8.27163142687224,NA,65,360
"203275","0298","Karlsruhe","203279",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",48860.999,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","200373",480,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN10X48 Coke",36356.001,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203482",480,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN1X24 Fanta Kw Strby",80464,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202949",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENG ULTRA VIOL EXPO",166486,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203242",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN1X24 Fanta Kw Strby",100298,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203413",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTRJCDMNRCH-KO EXPO",300063,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","201551",480,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN10X1 Coke",1855168,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203396",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTRENRGYULTRFSTA-K EXPO",306298.999,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203378",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",156487,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203064",480,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN1X24 Fanta Exotic",1391980.001,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203225",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","568MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",41689,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202663",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",638770.998,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203277",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 Mnstr Ener- KO EXPO",47752,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202624",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ASALT-KO EXPO",518577.999,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202619",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN1X24 MNSTR ENG ZERO ULTRA EXPO",516060.998,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","200251",480,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN1X24 Coke USC",251001.999,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203276",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MONSTER ENRGY PCFCPN EXPO",489918.999,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203171",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","568MLALCNN12X1 Mnstr Ener- KO EXPO",981984.25,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203029",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",1181727.001,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203379",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",239705,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203275",0,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO",449423,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203346",480,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN1X24 FANTALMNELDRFLWR",99732.001,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203283",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",15278,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203214",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","568MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",283344,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203150",480,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN1X24 FANTA MNG DRGNFRT",301053.001,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202626",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO",432007.001,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203347",480,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN10X1 Coke EXPO",106944,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202765",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENG ULTRA CITR EXPO",78579.001,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203234",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN1X24 Fanta Lmn",180253,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203285",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",14078,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202625",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO",573812,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202957",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENGPIPELINE PN EXPO",677047.001,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202598",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN1X24 Mnstr Ener- KO EXPO",1535973,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202646",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",610385,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","202615",120,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","500MLALCNN12X1 Mnstr Ener- KO EXPO",564638.999,449423,6.40663860408982,11.3506078300584,13,120,480
"203275","0298","Karlsruhe","203235",180,"500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO","330MLALCNN1X24 Fanta Exotic Frt Pnch",304913,449423,6.40663860408982,11.3506078300584,13,120,480
"203276","0298","Karlsruhe","202957",180,"500MLALCNN12X1 MONSTER ENRGY PCFCPN EXPO","500MLALCNN12X1 MNSTR ENGPIPELINE PN EXPO",677047.001,489918.999,7.04827657518162,11.4246215594618,12,180,480
"203276","0298","Karlsruhe","203171",180,"500MLALCNN12X1 MONSTER ENRGY PCFCPN EXPO","568MLALCNN12X1 Mnstr Ener- KO EXPO",981984.25,489918.999,7.04827657518162,11.4246215594618,12,180,480
